task,fold_id,repeat,fold,fs,clf,tuned,k,params,inner_auc,acc,f1,auc,cm
binary,5,1,0,none,SVM,False,4968,"{""C"": 1.0, ""gamma"": ""scale""}",,0.4545454545454545,0.3333333333333333,0.5299145299145299,"[[7, 6], [6, 3]]"
binary,5,1,0,anova,LR,True,10,"{""C"": 0.01}",0.6194067370537959,0.5909090909090909,0.3076923076923077,0.7435897435897436,"[[11, 2], [7, 2]]"
binary,5,1,0,anova,LR,False,50,"{""C"": 1.0}",,0.6818181818181818,0.5333333333333333,0.811965811965812,"[[11, 2], [5, 4]]"
binary,5,1,0,anova,LASSO,True,10,"{""C"": 0.1}",0.6157931121166415,0.7272727272727273,0.6666666666666666,0.7350427350427351,"[[10, 3], [3, 6]]"
binary,5,1,0,anova,LASSO,False,50,"{""C"": 1.0}",,0.6818181818181818,0.5882352941176471,0.7863247863247863,"[[10, 3], [4, 5]]"
binary,5,1,0,anova,RF,True,10,"{""max_depth"": 5, ""min_samples_leaf"": 5}",0.6222662141779789,0.6363636363636364,0.5,0.7008547008547008,"[[10, 3], [5, 4]]"
binary,5,1,0,anova,RF,False,50,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.6818181818181818,0.5882352941176471,0.717948717948718,"[[10, 3], [4, 5]]"
binary,5,1,0,anova,SVM,True,10,"{""C"": 0.1, ""gamma"": ""scale""}",0.6580882352941176,0.5454545454545454,0.0,0.6410256410256411,"[[12, 1], [9, 0]]"
binary,5,1,0,anova,SVM,False,50,"{""C"": 1.0, ""gamma"": ""scale""}",,0.5909090909090909,0.3076923076923077,0.641025641025641,"[[11, 2], [7, 2]]"
binary,5,1,0,mi,LR,True,200,"{""C"": 0.01}",0.6335155857214682,0.5909090909090909,0.4,0.7521367521367521,"[[10, 3], [6, 3]]"
binary,5,1,0,mi,LR,False,50,"{""C"": 1.0}",,0.6818181818181818,0.5333333333333333,0.8119658119658119,"[[11, 2], [5, 4]]"
binary,5,1,0,mi,LASSO,True,20,"{""C"": 5}",0.6300590749120161,0.7272727272727273,0.5714285714285714,0.811965811965812,"[[12, 1], [5, 4]]"
binary,5,1,0,mi,LASSO,False,50,"{""C"": 1.0}",,0.6818181818181818,0.5333333333333333,0.7777777777777778,"[[11, 2], [5, 4]]"
binary,5,1,0,mi,RF,True,20,"{""max_depth"": 10, ""min_samples_leaf"": 1}",0.6912550276520865,0.6818181818181818,0.5882352941176471,0.7008547008547008,"[[10, 3], [4, 5]]"
binary,5,1,0,mi,RF,False,50,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.6363636363636364,0.4285714285714285,0.7863247863247864,"[[11, 2], [6, 3]]"
binary,5,1,0,mi,SVM,True,20,"{""C"": 0.1, ""gamma"": ""scale""}",0.6720713926596279,0.5909090909090909,0.0,0.7777777777777777,"[[13, 0], [9, 0]]"
binary,5,1,0,mi,SVM,False,50,"{""C"": 1.0, ""gamma"": ""scale""}",,0.5,0.0,0.5470085470085471,"[[11, 2], [9, 0]]"
binary,6,1,1,none,LR,True,4968,"{""C"": 10}",0.5591377576671694,0.5454545454545454,0.4444444444444444,0.5213675213675213,"[[8, 5], [5, 4]]"
binary,6,1,1,none,LR,False,4968,"{""C"": 1.0}",,0.5454545454545454,0.4444444444444444,0.5299145299145298,"[[8, 5], [5, 4]]"
binary,6,1,1,none,LASSO,True,4968,"{""C"": 0.1}",0.637097787833082,0.5454545454545454,0.5833333333333334,0.6581196581196581,"[[5, 8], [2, 7]]"
binary,6,1,1,none,LASSO,False,4968,"{""C"": 1.0}",,0.6363636363636364,0.6,0.6153846153846153,"[[8, 5], [3, 6]]"
binary,6,1,1,none,RF,True,4968,"{""max_depth"": 5, ""min_samples_leaf"": 1}",0.6933760683760682,0.5909090909090909,0.4705882352941176,0.5982905982905983,"[[9, 4], [5, 4]]"
binary,6,1,1,none,RF,False,4968,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.6363636363636364,0.5,0.6581196581196581,"[[10, 3], [5, 4]]"
binary,6,1,1,none,SVM,True,4968,"{""C"": 0.1, ""gamma"": 0.01}",0.5734822775263952,0.5909090909090909,0.0,0.5982905982905983,"[[13, 0], [9, 0]]"
binary,6,1,1,none,SVM,False,4968,"{""C"": 1.0, ""gamma"": ""scale""}",,0.6363636363636364,0.3333333333333333,0.5555555555555556,"[[12, 1], [7, 2]]"
binary,6,1,1,anova,LR,True,100,"{""C"": 0.1}",0.7032114127702362,0.5454545454545454,0.375,0.5384615384615384,"[[9, 4], [6, 3]]"
binary,6,1,1,anova,LR,False,50,"{""C"": 1.0}",,0.5,0.4210526315789473,0.5982905982905983,"[[7, 6], [5, 4]]"
binary,6,1,1,anova,LASSO,True,100,"{""C"": 0.5}",0.6869343891402715,0.5,0.3529411764705882,0.5641025641025641,"[[8, 5], [6, 3]]"
binary,6,1,1,anova,LASSO,False,50,"{""C"": 1.0}",,0.5,0.4210526315789473,0.6239316239316239,"[[7, 6], [5, 4]]"
binary,6,1,1,anova,RF,True,200,"{""max_depth"": 10, ""min_samples_leaf"": 1}",0.6759678230266465,0.6818181818181818,0.631578947368421,0.6581196581196581,"[[9, 4], [3, 6]]"
binary,6,1,1,anova,RF,False,50,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.6363636363636364,0.6,0.6581196581196581,"[[8, 5], [3, 6]]"
binary,6,1,1,anova,SVM,True,100,"{""C"": 10, ""gamma"": 0.0001}",0.6810897435897436,0.4545454545454545,0.3333333333333333,0.5299145299145299,"[[7, 6], [6, 3]]"
binary,6,1,1,anova,SVM,False,50,"{""C"": 1.0, ""gamma"": ""scale""}",,0.5,0.3529411764705882,0.6068376068376068,"[[8, 5], [6, 3]]"
binary,6,1,1,mi,LR,True,100,"{""C"": 0.1}",0.6414655605832077,0.5,0.4761904761904761,0.6153846153846154,"[[6, 7], [4, 5]]"
